size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
1000,1.0,0.893,0.8416666666666667,0.8738379814077025,0.9320113314447592,0.8225,0.8512500000000001,0.88,0.72,0.925,215254.6186823845
1000,1.0,0.893,0.8416666666666667,0.8738379814077025,0.9320113314447592,0.8225,0.8512500000000001,0.88,0.72,0.925,216821.45911216736
