size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
600,1,0.9733333333333334,0.7566666666666667,0.7840236686390533,0.9601449275362319,0.6625,0.80375,0.945,0.53,0.795,77.73739290237427
600,1,0.9733333333333334,0.7566666666666667,0.7840236686390533,0.9601449275362319,0.6625,0.80375,0.945,0.53,0.795,79.8490674495697
600,1,0.96,0.8566666666666667,0.8958837772397094,0.8685446009389671,0.925,0.8225,0.72,0.88,0.97,76.60603356361389
600,1,0.9733333333333334,0.7566666666666667,0.7840236686390533,0.9601449275362319,0.6625,0.80375,0.945,0.53,0.795,77.85968399047852
600,1,0.96,0.8566666666666667,0.8958837772397094,0.8685446009389671,0.925,0.8225,0.72,0.88,0.97,80.74335289001465
600,1,0.96,0.8566666666666667,0.8958837772397094,0.8685446009389671,0.925,0.8225,0.72,0.88,0.97,79.34589695930481
600,1,0.96,0.8566666666666667,0.8958837772397094,0.8685446009389671,0.925,0.8225,0.72,0.88,0.97,75.74727749824524
600,1,0.9733333333333334,0.7566666666666667,0.7840236686390533,0.9601449275362319,0.6625,0.80375,0.945,0.53,0.795,77.10765385627747
600,1,0.9733333333333334,0.7566666666666667,0.7840236686390533,0.9601449275362319,0.6625,0.80375,0.945,0.53,0.795,78.904705286026
600,1,0.9733333333333334,0.7566666666666667,0.7840236686390533,0.9601449275362319,0.6625,0.80375,0.945,0.53,0.795,77.13039803504944
