size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
400,1,0.9625,0.84,0.8817733990147784,0.8689320388349514,0.895,0.8125,0.73,0.865,0.925,41.48422169685364
400,1,0.9625,0.84,0.8817733990147784,0.8689320388349514,0.895,0.8125,0.73,0.865,0.925,44.487895488739014
400,1,0.9625,0.84,0.8817733990147784,0.8689320388349514,0.895,0.8125,0.73,0.865,0.925,40.54150867462158
400,1,0.9625,0.84,0.8817733990147784,0.8689320388349514,0.895,0.8125,0.73,0.865,0.925,41.22886276245117
400,1,0.9625,0.84,0.8817733990147784,0.8689320388349514,0.895,0.8125,0.73,0.865,0.925,42.9404182434082
400,1,0.9625,0.84,0.8817733990147784,0.8689320388349514,0.895,0.8125,0.73,0.865,0.925,42.22103810310364
400,1,0.9675,0.8366666666666667,0.8838862559241705,0.8400900900900901,0.9325,0.7887500000000001,0.645,0.905,0.96,42.1472282409668
400,1,0.9625,0.84,0.8817733990147784,0.8689320388349514,0.895,0.8125,0.73,0.865,0.925,40.5196475982666
400,1,0.9675,0.8366666666666667,0.8838862559241705,0.8400900900900901,0.9325,0.7887500000000001,0.645,0.905,0.96,41.28228044509888
400,1,0.9625,0.84,0.8817733990147784,0.8689320388349514,0.895,0.8125,0.73,0.865,0.925,39.711756229400635
