size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
100,1,1.0,0.65,0.693877551020408,0.8321678321678322,0.595,0.6775,0.76,0.52,0.67,7.874715805053711
100,1,1.0,0.5766666666666667,0.5916398713826366,0.8288288288288288,0.46,0.635,0.81,0.375,0.545,7.8731911182403564
100,1,1.0,0.5766666666666667,0.5916398713826366,0.8288288288288288,0.46,0.635,0.81,0.375,0.545,7.827616214752197
100,1,1.0,0.6016666666666667,0.6151368760064412,0.8642533936651584,0.4775,0.66375,0.85,0.385,0.57,7.8295862674713135
100,1,1.0,0.6016666666666667,0.6151368760064412,0.8642533936651584,0.4775,0.66375,0.85,0.385,0.57,7.92913556098938
100,1,1.0,0.6016666666666667,0.6151368760064412,0.8642533936651584,0.4775,0.66375,0.85,0.385,0.57,7.782599449157715
100,1,1.0,0.5766666666666667,0.5916398713826366,0.8288288288288288,0.46,0.635,0.81,0.375,0.545,7.882634162902832
100,1,1.0,0.5766666666666667,0.5916398713826366,0.8288288288288288,0.46,0.635,0.81,0.375,0.545,7.7872536182403564
100,1,1.0,0.65,0.693877551020408,0.8321678321678322,0.595,0.6775,0.76,0.52,0.67,7.832385778427124
100,1,1.0,0.6066666666666667,0.6181229773462783,0.8761467889908257,0.4775,0.67125,0.865,0.365,0.59,7.85760760307312
