size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
300,1,0.99,0.8266666666666667,0.8649350649350651,0.9,0.8325,0.82375,0.815,0.775,0.89,28.281448125839233
300,1,0.99,0.8266666666666667,0.8649350649350651,0.9,0.8325,0.82375,0.815,0.775,0.89,29.094690799713135
300,1,0.99,0.8266666666666667,0.8649350649350651,0.9,0.8325,0.82375,0.815,0.775,0.89,28.835860013961792
300,1,0.99,0.8266666666666667,0.8649350649350651,0.9,0.8325,0.82375,0.815,0.775,0.89,29.44071674346924
300,1,0.99,0.8266666666666667,0.8649350649350651,0.9,0.8325,0.82375,0.815,0.775,0.89,29.277339935302734
300,1,1.0,0.765,0.8049792531120332,0.9009287925696594,0.7275,0.78375,0.84,0.685,0.77,28.950584411621094
300,1,0.99,0.8266666666666667,0.8649350649350651,0.9,0.8325,0.82375,0.815,0.775,0.89,29.250893592834473
300,1,0.99,0.8266666666666667,0.8649350649350651,0.9,0.8325,0.82375,0.815,0.775,0.89,29.604228258132935
300,1,0.99,0.8266666666666667,0.8649350649350651,0.9,0.8325,0.82375,0.815,0.775,0.89,30.57227063179016
300,1,0.99,0.8266666666666667,0.8649350649350651,0.9,0.8325,0.82375,0.815,0.775,0.89,29.6556134223938
