size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,153.35009217262268
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,156.03882265090942
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,154.58299565315247
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,155.11265420913696
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,156.25924730300903
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,153.30785489082336
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,156.36301064491272
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,156.50753211975098
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,154.5872905254364
900,1,0.9533333333333334,0.8833333333333333,0.913151364764268,0.9064039408866995,0.92,0.865,0.81,0.885,0.955,155.9582941532135
