size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
800,1,1.0,0.7783333333333333,0.8310038119440913,0.8449612403100775,0.8175,0.75875,0.7,0.81,0.825,273.65129470825195
800,1,1.0,0.7783333333333333,0.8310038119440913,0.8449612403100775,0.8175,0.75875,0.7,0.81,0.825,257.40185594558716
800,1,1.0,0.7783333333333333,0.8310038119440913,0.8449612403100775,0.8175,0.75875,0.7,0.81,0.825,244.6862907409668
800,1,1.0,0.6866666666666666,0.7267441860465116,0.8680555555555556,0.625,0.7175,0.81,0.59,0.66,266.72550344467163
800,1,1.0,0.7783333333333333,0.8310038119440913,0.8449612403100775,0.8175,0.75875,0.7,0.81,0.825,256.54312086105347
800,1,1.0,0.6866666666666666,0.7267441860465116,0.8680555555555556,0.625,0.7175,0.81,0.59,0.66,249.1958794593811
800,1,1.0,0.7783333333333333,0.8310038119440913,0.8449612403100775,0.8175,0.75875,0.7,0.81,0.825,267.12690711021423
800,1,1.0,0.7783333333333333,0.8310038119440913,0.8449612403100775,0.8175,0.75875,0.7,0.81,0.825,251.46834874153137
800,1,1.0,0.7783333333333333,0.8310038119440913,0.8449612403100775,0.8175,0.75875,0.7,0.81,0.825,259.04266905784607
800,1,1.0,0.7783333333333333,0.8310038119440913,0.8449612403100775,0.8175,0.75875,0.7,0.81,0.825,263.52307629585266
