size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
300,1,1.0,0.725,0.7980416156670747,0.7817745803357314,0.815,0.6799999999999999,0.545,0.79,0.84,25.648808002471924
300,1,1.0,0.7483333333333333,0.8335170893054024,0.7455621301775148,0.945,0.6499999999999999,0.355,0.95,0.94,30.309454679489136
300,1,1.0,0.7483333333333333,0.8335170893054024,0.7455621301775148,0.945,0.6499999999999999,0.355,0.95,0.94,33.25035738945007
300,1,1.0,0.725,0.7980416156670747,0.7817745803357314,0.815,0.6799999999999999,0.545,0.79,0.84,33.28820323944092
300,1,1.0,0.7483333333333333,0.8335170893054024,0.7455621301775148,0.945,0.6499999999999999,0.355,0.95,0.94,33.205968141555786
300,1,1.0,0.725,0.7980416156670747,0.7817745803357314,0.815,0.6799999999999999,0.545,0.79,0.84,31.781588077545166
300,1,1.0,0.725,0.7980416156670747,0.7817745803357314,0.815,0.6799999999999999,0.545,0.79,0.84,31.223150491714478
300,1,1.0,0.7483333333333333,0.8335170893054024,0.7455621301775148,0.945,0.6499999999999999,0.355,0.95,0.94,31.543960094451904
300,1,1.0,0.7483333333333333,0.8335170893054024,0.7455621301775148,0.945,0.6499999999999999,0.355,0.95,0.94,31.318485021591187
300,1,1.0,0.725,0.7980416156670747,0.7817745803357314,0.815,0.6799999999999999,0.545,0.79,0.84,31.62795853614807
