size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
1000,1,1.0,0.8216666666666667,0.8633461047254151,0.8825065274151436,0.845,0.81,0.775,0.815,0.875,432.06935811042786
1000,1,1.0,0.8216666666666667,0.8633461047254151,0.8825065274151436,0.845,0.81,0.775,0.815,0.875,387.90944814682007
1000,1,1.0,0.7583333333333333,0.8016415868673051,0.8851963746223565,0.7325,0.77125,0.81,0.71,0.755,402.02288007736206
1000,1,1.0,0.8216666666666667,0.8633461047254151,0.8825065274151436,0.845,0.81,0.775,0.815,0.875,397.5123405456543
1000,1,1.0,0.77,0.8125,0.8898809523809523,0.7475,0.78125,0.815,0.73,0.765,385.30360317230225
1000,1,1.0,0.8216666666666667,0.8633461047254151,0.8825065274151436,0.845,0.81,0.775,0.815,0.875,415.6873059272766
1000,1,1.0,0.8216666666666667,0.8633461047254151,0.8825065274151436,0.845,0.81,0.775,0.815,0.875,366.4313066005707
1000,1,1.0,0.8216666666666667,0.8633461047254151,0.8825065274151436,0.845,0.81,0.775,0.815,0.875,396.38635540008545
1000,1,1.0,0.8216666666666667,0.8633461047254151,0.8825065274151436,0.845,0.81,0.775,0.815,0.875,357.5634548664093
1000,1,1.0,0.8216666666666667,0.8633461047254151,0.8825065274151436,0.845,0.81,0.775,0.815,0.875,378.48850083351135
