size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy
200,1,0.795,0.5316666666666666,0.6465408805031446,0.6506329113924051,0.6425,0.47624999999999995,0.31,0.655,0.63
300,1,0.7433333333333333,0.5766666666666667,0.6939759036144578,0.6697674418604651,0.72,0.505,0.29,0.74,0.7
400,1,0.7325,0.4816666666666667,0.530920060331825,0.6692015209125475,0.44,0.5025,0.565,0.44,0.44
500,1,0.728,0.5133333333333333,0.6096256684491977,0.6551724137931034,0.57,0.485,0.4,0.59,0.55
600,1,0.6816666666666666,0.5166666666666667,0.6174142480211081,0.6536312849162011,0.585,0.4825,0.38,0.55,0.62
700,1,0.6585714285714286,0.4583333333333333,0.5199409158050222,0.6353790613718412,0.44,0.4675,0.495,0.465,0.415
800,1,0.64375,0.4766666666666667,0.5514285714285714,0.6433333333333333,0.4825,0.47375,0.465,0.505,0.46
900,1,0.6222222222222222,0.6233333333333333,0.7477678571428572,0.6754032258064516,0.8375,0.51625,0.195,0.845,0.83
1000,1,0.632,0.5316666666666666,0.5956834532374101,0.7016949152542373,0.5175,0.5387500000000001,0.56,0.52,0.515
