size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
100,1,1.0,0.6,0.6850393700787402,0.7209944751381215,0.6525,0.57375,0.495,0.625,0.68,6.940281391143799
100,1,1.0,0.7183333333333334,0.8161044613710555,0.7225433526011561,0.9375,0.60875,0.28,0.945,0.93,6.863227128982544
100,1,1.0,0.6216666666666667,0.7158948685857321,0.7167919799498746,0.715,0.575,0.435,0.7,0.73,6.867031812667847
100,1,1.0,0.6,0.6850393700787402,0.7209944751381215,0.6525,0.57375,0.495,0.625,0.68,6.967448472976685
100,1,1.0,0.6216666666666667,0.7158948685857321,0.7167919799498746,0.715,0.575,0.435,0.7,0.73,6.944835424423218
100,1,1.0,0.4766666666666667,0.5078369905956114,0.680672268907563,0.405,0.5125,0.62,0.375,0.435,6.87645697593689
100,1,1.0,0.7183333333333334,0.8161044613710555,0.7225433526011561,0.9375,0.60875,0.28,0.945,0.93,6.880956649780273
100,1,1.0,0.7183333333333334,0.8161044613710555,0.7225433526011561,0.9375,0.60875,0.28,0.945,0.93,6.852252244949341
100,1,1.0,0.6,0.6850393700787402,0.7209944751381215,0.6525,0.57375,0.495,0.625,0.68,6.879791259765625
100,1,1.0,0.6,0.6850393700787402,0.7209944751381215,0.6525,0.57375,0.495,0.625,0.68,6.876147031784058
