size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
200,1,1.0,0.695,0.7999999999999999,0.7106796116504854,0.915,0.585,0.255,0.9,0.93,13.564140558242798
200,1,1.0,0.5733333333333334,0.6586666666666667,0.7057142857142857,0.6175,0.55125,0.485,0.63,0.605,14.495747804641724
200,1,1.0,0.715,0.8231644260599793,0.7019400352733686,0.995,0.575,0.155,0.99,1.0,15.765883445739746
200,1,1.0,0.695,0.7999999999999999,0.7106796116504854,0.915,0.585,0.255,0.9,0.93,17.443925142288208
200,1,1.0,0.6366666666666667,0.7029972752043597,0.7724550898203593,0.645,0.6325000000000001,0.62,0.605,0.685,18.489599227905273
200,1,1.0,0.5733333333333334,0.6586666666666667,0.7057142857142857,0.6175,0.55125,0.485,0.63,0.605,18.342254638671875
200,1,1.0,0.5183333333333333,0.5270049099836334,0.7630331753554502,0.4025,0.57625,0.75,0.405,0.4,18.362288236618042
200,1,1.0,0.5733333333333334,0.6586666666666667,0.7057142857142857,0.6175,0.55125,0.485,0.63,0.605,18.350159168243408
200,1,1.0,0.5733333333333334,0.6586666666666667,0.7057142857142857,0.6175,0.55125,0.485,0.63,0.605,18.370768070220947
200,1,1.0,0.5733333333333334,0.6586666666666667,0.7057142857142857,0.6175,0.55125,0.485,0.63,0.605,18.357269048690796
