size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,82.23786640167236
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,80.95857429504395
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,78.28401732444763
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,78.08463883399963
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,74.93503665924072
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,75.10436248779297
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,73.18106842041016
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,72.31102061271667
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,73.22083735466003
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,74.05827260017395
