size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
100,1,0.94,0.5866666666666667,0.6675603217158178,0.7196531791907514,0.6225,0.5687500000000001,0.515,0.645,0.6,78.18974733352661
200,1,0.84,0.41,0.240343347639485,0.8484848484848485,0.14,0.5449999999999999,0.95,0.14,0.14,155.2267506122589
300,1,0.9566666666666667,0.51,0.6100795755968169,0.6497175141242938,0.575,0.4775,0.38,0.525,0.625,287.09609293937683
400,1,0.8875,0.48833333333333334,0.4925619834710744,0.7268292682926829,0.3725,0.54625,0.72,0.365,0.38,435.6923382282257
