PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy
1,1.0,0.8716666666666667,0.9009009009009009,0.9283819628647215,0.875,0.87,0.865,0.845,0.905
