size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
300,1,1.0,0.9016666666666666,0.9261576971214016,0.9273182957393483,0.925,0.89,0.855,0.915,0.935,24.056415557861328
300,1,1.0,0.9016666666666666,0.9261576971214016,0.9273182957393483,0.925,0.89,0.855,0.915,0.935,24.138012170791626
300,1,1.0,0.9016666666666666,0.9261576971214016,0.9273182957393483,0.925,0.89,0.855,0.915,0.935,24.221757888793945
300,1,1.0,0.9016666666666666,0.9261576971214016,0.9273182957393483,0.925,0.89,0.855,0.915,0.935,26.465734004974365
300,1,1.0,0.9016666666666666,0.9261576971214016,0.9273182957393483,0.925,0.89,0.855,0.915,0.935,25.68842387199402
300,1,1.0,0.9016666666666666,0.9261576971214016,0.9273182957393483,0.925,0.89,0.855,0.915,0.935,25.140267372131348
300,1,1.0,0.88,0.9060052219321149,0.9480874316939891,0.8675,0.88625,0.905,0.855,0.88,25.689624547958374
300,1,1.0,0.9016666666666666,0.9261576971214016,0.9273182957393483,0.925,0.89,0.855,0.915,0.935,25.78984785079956
300,1,1.0,0.9016666666666666,0.9261576971214016,0.9273182957393483,0.925,0.89,0.855,0.915,0.935,25.21799063682556
300,1,1.0,0.9016666666666666,0.9261576971214016,0.9273182957393483,0.925,0.89,0.855,0.915,0.935,25.237421989440918
