size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
800,1,1.0,0.93,0.9468354430379747,0.958974358974359,0.935,0.9275,0.92,0.935,0.935,124.35698008537292
800,1,1.0,0.93,0.9468354430379747,0.958974358974359,0.935,0.9275,0.92,0.935,0.935,123.06322574615479
800,1,1.0,0.93,0.9468354430379747,0.958974358974359,0.935,0.9275,0.92,0.935,0.935,127.93441677093506
800,1,1.0,0.93,0.9468354430379747,0.958974358974359,0.935,0.9275,0.92,0.935,0.935,126.3469409942627
800,1,1.0,0.93,0.9468354430379747,0.958974358974359,0.935,0.9275,0.92,0.935,0.935,121.3168773651123
800,1,1.0,0.9433333333333334,0.9585365853658536,0.9357142857142857,0.9825,0.9237500000000001,0.865,0.985,0.98,125.75553703308105
800,1,1.0,0.93,0.9468354430379747,0.958974358974359,0.935,0.9275,0.92,0.935,0.935,123.6170666217804
800,1,1.0,0.93,0.9468354430379747,0.958974358974359,0.935,0.9275,0.92,0.935,0.935,120.11476874351501
800,1,1.0,0.93,0.9468354430379747,0.958974358974359,0.935,0.9275,0.92,0.935,0.935,113.29229807853699
800,1,1.0,0.9433333333333334,0.9585365853658536,0.9357142857142857,0.9825,0.9237500000000001,0.865,0.985,0.98,114.76175165176392
