size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,252.64243507385254
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,244.2762212753296
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,235.9208664894104
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,242.84043145179749
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,237.335054397583
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,232.67920446395874
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,226.47025513648987
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,231.01016473770142
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,232.08892369270325
1000,1,0.999,0.9183333333333333,0.9354413702239789,0.9888579387186629,0.8875,0.93375,0.98,0.855,0.92,225.6055428981781
