size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
700,1,1.0,0.94,0.9548872180451128,0.957286432160804,0.9525,0.9337500000000001,0.915,0.945,0.96,144.03573608398438
700,1,1.0,0.9466666666666667,0.960880195599022,0.9401913875598086,0.9825,0.92875,0.875,0.98,0.985,133.01456427574158
700,1,1.0,0.94,0.9548872180451128,0.957286432160804,0.9525,0.9337500000000001,0.915,0.945,0.96,134.4798288345337
700,1,1.0,0.9466666666666667,0.960880195599022,0.9401913875598086,0.9825,0.92875,0.875,0.98,0.985,135.02757239341736
700,1,1.0,0.94,0.9548872180451128,0.957286432160804,0.9525,0.9337500000000001,0.915,0.945,0.96,127.27076005935669
700,1,1.0,0.94,0.9548872180451128,0.957286432160804,0.9525,0.9337500000000001,0.915,0.945,0.96,131.80340313911438
700,1,1.0,0.94,0.9548872180451128,0.957286432160804,0.9525,0.9337500000000001,0.915,0.945,0.96,131.0337347984314
700,1,1.0,0.94,0.9548872180451128,0.957286432160804,0.9525,0.9337500000000001,0.915,0.945,0.96,138.4320924282074
700,1,1.0,0.94,0.9548872180451128,0.957286432160804,0.9525,0.9337500000000001,0.915,0.945,0.96,133.8155391216278
700,1,1.0,0.94,0.9548872180451128,0.957286432160804,0.9525,0.9337500000000001,0.915,0.945,0.96,137.32983660697937
