size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
200,1,1.0,0.82,0.8575197889182057,0.9078212290502793,0.8125,0.82375,0.835,0.77,0.855,14.960425853729248
200,1,1.0,0.82,0.8575197889182057,0.9078212290502793,0.8125,0.82375,0.835,0.77,0.855,13.905580282211304
200,1,1.0,0.7883333333333333,0.8262653898768808,0.9123867069486404,0.755,0.8049999999999999,0.855,0.735,0.775,13.832574605941772
200,1,1.0,0.82,0.8575197889182057,0.9078212290502793,0.8125,0.82375,0.835,0.77,0.855,13.880449295043945
200,1,1.0,0.7883333333333333,0.8262653898768808,0.9123867069486404,0.755,0.8049999999999999,0.855,0.735,0.775,14.448258399963379
200,1,1.0,0.82,0.8575197889182057,0.9078212290502793,0.8125,0.82375,0.835,0.77,0.855,13.398585796356201
200,1,1.0,0.82,0.8575197889182057,0.9078212290502793,0.8125,0.82375,0.835,0.77,0.855,13.6734139919281
200,1,1.0,0.7883333333333333,0.8262653898768808,0.9123867069486404,0.755,0.8049999999999999,0.855,0.735,0.775,13.432319641113281
200,1,1.0,0.82,0.8575197889182057,0.9078212290502793,0.8125,0.82375,0.835,0.77,0.855,13.347854137420654
200,1,1.0,0.82,0.8575197889182057,0.9078212290502793,0.8125,0.82375,0.835,0.77,0.855,13.382143497467041
