size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy
2000,1,1.0,0.9283333333333333,0.9453621346886912,0.9612403100775194,0.93,0.9275,0.925,0.91,0.95
