size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
200,1,1.0,0.695,0.7999999999999999,0.7106796116504854,0.915,0.585,0.255,0.9,0.93,0.02343606948852539
300,1,1.0,0.725,0.7980416156670747,0.7817745803357314,0.815,0.6799999999999999,0.545,0.79,0.84,0.04443788528442383
400,1,1.0,0.7033333333333334,0.7639257294429708,0.8135593220338984,0.72,0.6950000000000001,0.67,0.7,0.74,0.058551788330078125
500,1,1.0,0.71,0.7722513089005236,0.8104395604395604,0.7375,0.69625,0.655,0.73,0.745,0.07406473159790039
600,1,1.0,0.75,0.8110831234256927,0.817258883248731,0.805,0.7225,0.64,0.79,0.82,0.08913731575012207
700,1,1.0,0.76,0.817258883248731,0.8298969072164949,0.805,0.7375,0.67,0.8,0.81,0.10292792320251465
800,1,1.0,0.7783333333333333,0.8310038119440913,0.8449612403100775,0.8175,0.75875,0.7,0.81,0.825,0.10906267166137695
900,1,1.0,0.785,0.8405438813349814,0.8312958435207825,0.85,0.7525,0.655,0.825,0.875,0.11850523948669434
1000,1,1.0,0.8216666666666667,0.8633461047254151,0.8825065274151436,0.845,0.81,0.775,0.815,0.875,0.11660599708557129
