size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
200,1,0.955,0.5033333333333333,0.5718390804597702,0.6722972972972973,0.4975,0.50625,0.515,0.495,0.5,8822.586909770966
300,1,0.9633333333333334,0.5483333333333333,0.6302864938608458,0.6936936936936937,0.5775,0.53375,0.49,0.57,0.585,15774.1923391819
400,1,0.915,0.535,0.5866666666666668,0.72,0.495,0.5549999999999999,0.615,0.475,0.515,24879.498126745224
500,1,0.92,0.5216666666666666,0.5858585858585859,0.6928327645051194,0.5075,0.52875,0.55,0.495,0.52,35211.28250193596
600,1,0.9133333333333333,0.57,0.6485013623978201,0.7125748502994012,0.595,0.5575,0.52,0.58,0.61,47043.54609274864
700,1,0.9142857142857143,0.5616666666666666,0.6300984528832632,0.7202572347266881,0.56,0.5625,0.565,0.63,0.49,60374.896174669266
800,1,0.90625,0.595,0.6503597122302158,0.7661016949152543,0.565,0.61,0.655,0.585,0.545,75818.03556537628
900,1,0.8977777777777778,0.605,0.6570188133140377,0.7800687285223368,0.5675,0.62375,0.68,0.58,0.555,94891.23510217667
