size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,249.86986994743347
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,257.57072734832764
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,263.971382856369
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,263.70154762268066
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,263.02107334136963
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,262.47748708724976
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,260.9319603443146
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,263.40383768081665
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,262.21864104270935
600,1,1.0,0.7883333333333333,0.8561721404303511,0.782608695652174,0.945,0.71,0.475,0.925,0.965,260.2892973423004
