size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,411.80268907546997
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,412.3080904483795
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,413.2004771232605
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,410.6670444011688
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,410.7982130050659
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,411.13117814064026
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,411.42702078819275
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,411.07854199409485
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,410.9285900592804
800,1,1.0,0.7733333333333333,0.8475336322869954,0.7682926829268293,0.945,0.6875,0.43,0.915,0.975,410.9192111492157
