size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
900,1,1.0,0.8466666666666667,0.8808290155440415,0.9139784946236559,0.85,0.845,0.84,0.825,0.875,142.5379114151001
900,1,1.0,0.8483333333333334,0.8825806451612904,0.912,0.855,0.845,0.835,0.82,0.89,139.82947039604187
900,1,1.0,0.8483333333333334,0.8825806451612904,0.912,0.855,0.845,0.835,0.82,0.89,140.11171674728394
900,1,1.0,0.8483333333333334,0.8825806451612904,0.912,0.855,0.845,0.835,0.82,0.89,135.8529269695282
900,1,1.0,0.8483333333333334,0.8825806451612904,0.912,0.855,0.845,0.835,0.82,0.89,122.23569369316101
900,1,1.0,0.8483333333333334,0.8825806451612904,0.912,0.855,0.845,0.835,0.82,0.89,126.8583402633667
900,1,1.0,0.8466666666666667,0.8808290155440415,0.9139784946236559,0.85,0.845,0.84,0.825,0.875,128.67890977859497
900,1,1.0,0.8466666666666667,0.8808290155440415,0.9139784946236559,0.85,0.845,0.84,0.825,0.875,128.06086087226868
900,1,1.0,0.8483333333333334,0.8825806451612904,0.912,0.855,0.845,0.835,0.82,0.89,124.7624728679657
900,1,1.0,0.8483333333333334,0.8825806451612904,0.912,0.855,0.845,0.835,0.82,0.89,116.72702860832214
