size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
600,1,1.0,0.7983333333333333,0.8409986859395532,0.8864265927977839,0.8,0.7975000000000001,0.795,0.76,0.84,71.28199338912964
600,1,1.0,0.7983333333333333,0.8409986859395532,0.8864265927977839,0.8,0.7975000000000001,0.795,0.76,0.84,68.7122392654419
600,1,1.0,0.7983333333333333,0.8409986859395532,0.8864265927977839,0.8,0.7975000000000001,0.795,0.76,0.84,72.4488627910614
600,1,1.0,0.7983333333333333,0.8409986859395532,0.8864265927977839,0.8,0.7975000000000001,0.795,0.76,0.84,73.3567123413086
600,1,1.0,0.7983333333333333,0.8409986859395532,0.8864265927977839,0.8,0.7975000000000001,0.795,0.76,0.84,71.07344245910645
600,1,1.0,0.7983333333333333,0.8409986859395532,0.8864265927977839,0.8,0.7975000000000001,0.795,0.76,0.84,68.63793730735779
600,1,1.0,0.7983333333333333,0.8409986859395532,0.8864265927977839,0.8,0.7975000000000001,0.795,0.76,0.84,70.44460701942444
600,1,1.0,0.7983333333333333,0.8409986859395532,0.8864265927977839,0.8,0.7975000000000001,0.795,0.76,0.84,66.46804285049438
600,1,1.0,0.7383333333333333,0.782246879334258,0.8785046728971962,0.705,0.755,0.805,0.665,0.745,62.58520150184631
600,1,1.0,0.7883333333333333,0.8331143232588699,0.8781163434903048,0.7925,0.78625,0.78,0.75,0.835,62.39346623420715
