size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
800,1,1.0,0.8416666666666667,0.8741721854304636,0.9295774647887324,0.825,0.85,0.875,0.785,0.865,116.33158016204834
800,1,1.0,0.8416666666666667,0.8741721854304636,0.9295774647887324,0.825,0.85,0.875,0.785,0.865,118.48533248901367
800,1,1.0,0.8416666666666667,0.8741721854304636,0.9295774647887324,0.825,0.85,0.875,0.785,0.865,112.22461462020874
800,1,1.0,0.8416666666666667,0.8741721854304636,0.9295774647887324,0.825,0.85,0.875,0.785,0.865,110.047110080719
800,1,1.0,0.8333333333333334,0.8670212765957446,0.9261363636363636,0.815,0.8425,0.87,0.77,0.86,112.19613981246948
800,1,1.0,0.8416666666666667,0.8741721854304636,0.9295774647887324,0.825,0.85,0.875,0.785,0.865,103.9973680973053
800,1,1.0,0.8416666666666667,0.8741721854304636,0.9295774647887324,0.825,0.85,0.875,0.785,0.865,99.24341130256653
800,1,1.0,0.8333333333333334,0.8670212765957446,0.9261363636363636,0.815,0.8425,0.87,0.77,0.86,104.45325422286987
800,1,1.0,0.8416666666666667,0.8741721854304636,0.9295774647887324,0.825,0.85,0.875,0.785,0.865,102.86503839492798
800,1,1.0,0.8416666666666667,0.8741721854304636,0.9295774647887324,0.825,0.85,0.875,0.785,0.865,102.63007712364197
