size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
100,1,0.99,0.7066666666666667,0.8095238095238096,0.7137404580152672,0.935,0.5925,0.25,0.9,0.97,6.5089805126190186
100,1,0.98,0.69,0.7951541850220264,0.7106299212598425,0.9025,0.58375,0.265,0.86,0.945,6.676211357116699
100,1,0.98,0.69,0.7951541850220264,0.7106299212598425,0.9025,0.58375,0.265,0.86,0.945,6.7326579093933105
100,1,1.0,0.68,0.7675544794188861,0.744131455399061,0.7925,0.62375,0.455,0.715,0.87,6.480890274047852
100,1,1.0,0.5883333333333334,0.6621067031463749,0.7311178247734139,0.605,0.5800000000000001,0.555,0.55,0.66,6.516520261764526
100,1,1.0,0.725,0.8200654307524536,0.7272727272727273,0.94,0.6174999999999999,0.295,0.9,0.98,6.5852131843566895
100,1,1.0,0.68,0.7675544794188861,0.744131455399061,0.7925,0.62375,0.455,0.715,0.87,6.550427675247192
100,1,0.99,0.7066666666666667,0.8095238095238096,0.7137404580152672,0.935,0.5925,0.25,0.9,0.97,6.683610677719116
100,1,0.99,0.7066666666666667,0.8095238095238096,0.7137404580152672,0.935,0.5925,0.25,0.9,0.97,6.562316179275513
100,1,0.98,0.69,0.7951541850220264,0.7106299212598425,0.9025,0.58375,0.265,0.86,0.945,6.520181655883789
