size,PPT_ratio,acc_train,accuracy,f1,precision,recall,balanced_accuracy,SEP_accuracy,PPT_accuracy,NPPT_accuracy,time
300,1,1.0,0.71,0.7846534653465347,0.7769607843137255,0.7925,0.66875,0.545,0.79,0.795,23.003029108047485
300,1,1.0,0.71,0.7846534653465347,0.7769607843137255,0.7925,0.66875,0.545,0.79,0.795,25.150951862335205
300,1,1.0,0.71,0.7846534653465347,0.7769607843137255,0.7925,0.66875,0.545,0.79,0.795,27.174344539642334
300,1,1.0,0.71,0.7846534653465347,0.7769607843137255,0.7925,0.66875,0.545,0.79,0.795,25.467602729797363
300,1,1.0,0.71,0.7846534653465347,0.7769607843137255,0.7925,0.66875,0.545,0.79,0.795,25.53450918197632
300,1,1.0,0.6533333333333333,0.7011494252873564,0.8243243243243243,0.61,0.675,0.74,0.58,0.64,25.00203013420105
300,1,1.0,0.71,0.7846534653465347,0.7769607843137255,0.7925,0.66875,0.545,0.79,0.795,25.346416234970093
300,1,1.0,0.71,0.7846534653465347,0.7769607843137255,0.7925,0.66875,0.545,0.79,0.795,26.158957719802856
300,1,1.0,0.71,0.7846534653465347,0.7769607843137255,0.7925,0.66875,0.545,0.79,0.795,25.64716672897339
300,1,1.0,0.71,0.7846534653465347,0.7769607843137255,0.7925,0.66875,0.545,0.79,0.795,25.729218244552612
